arm,model_name,question_number,question_type,judge_recommended,use_case_category,status,answered,error_message,gold_count,pred_count,count_correct,count_error,gold_company_count,pred_company_count,company_precision,company_recall,company_f1,missing_companies,extra_kb_companies,gold_county_count,pred_county_count,county_precision,county_recall,county_f1,entity_basis,entity_precision,entity_recall,entity_f1,gold_numbers,numeric_recall,field_value_accuracy,has_answer_section,has_evidence_section,has_count_section,has_supporting_row_ids_section,has_notes_section,format_core_ok,supporting_row_ids,supporting_row_id_count,bad_supporting_row_ids,duplicate_supporting_row_id_count,count_vs_supporting_ids_ok,inline_thinking_leak,prompt_eval_count,eval_count,num_ctx_requested,runtime_seconds,map_failed_count,candidate_count,verified_count,response_char_count,source_file,legacy_unknown_company_mentions,legacy_unknown_company_mention_count,evidence_company_mentions,mention_known_kb_company_count,mention_misspelled_kb_company_count,mention_industry_group_fp_count,mention_product_service_fp_count,mention_kb_noncompany_field_count,mention_not_a_company_phrase_count,mention_true_hallucination_count,kb_supported_non_company_fp_count,row_id_company_checked,row_id_company_mismatch_count,row_id_bad_count,source_question
direct_context,base,1,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,18,,,,18,0,0.0,0.0,0.0,"[""F&P Georgia Manufacturing"", ""Fouts Brothers Fire Equipment"", ""Hitachi Astemo"", ""Hitachi Astemo Americas Inc."", ""Hollingsworth & Vose Co."", ""Honda Development & Manufacturing"", ""Hwashin"", ""Hyundai & LG Energy Solution (LGES)"", ""Hyundai Industrial Co."", ""Hyundai MOBIS (Georgia)"", ""Hyundai Motor Group"", ""Hyundai Transys Georgia Powertrain"", ""Hyundai Transys Georgia Seating Systems"", ""IMMI"", ""IMS Gear Georgia Inc."", ""Inalfa Roof Systems Inc."", ""JAC Products Inc."", ""Jefferson Southern Corp.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1"", ""2""]",1.0,0.3333,False,False,False,False,False,False,[],0,[],0,,False,,195,,10.736,,,,553,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"Show all ""Tier 1/2"" suppliers in Georgia, list their EV Supply Chain Role and Product / Service."
direct_context,base,2,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,6,,,,6,0,0.0,0.0,0.0,"[""F&P Georgia Manufacturing"", ""Hitachi Astemo Americas Inc."", ""Hollingsworth & Vose Co."", ""Honda Development & Manufacturing"", ""Hyundai Motor Group"", ""IMMI""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1"", ""2""]",1.0,1.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.179,,,,831,results/parametric/raw_json/answers_base.jsonl,"[""Weitzman LLC""]",1,0,0,0,0,0,0,0,1,0,0,0,0,"Which Georgia companies are classified under Battery Cell or Battery Pack roles, and what tier is each assigned?"
direct_context,base,3,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,5,,,,5,0,0.0,0.0,0.0,"[""Freudenberg-NOK"", ""Hyundai Transys Georgia Powertrain"", ""Novelis Inc."", ""Peerless-Winsmith Inc."", ""ZF Gainesville LLC""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,0.5556,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.212,,,,1298,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,Map all Thermal Management suppliers in Georgia and show which Primary OEMs they are linked to.
direct_context,base,4,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,4,10,False,6,4,0,0.0,0.0,0.0,"[""GSC Steel Stamping LLC"", ""Morgan Corp."", ""Yazaki North America"", ""ZF Gainesville LLC""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""320"", ""350"", ""17500"", ""230000""]",0.0,0.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.192,,,,1106,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"List every Georgia company classified under Power Electronics or Charging Infrastructure, along with their Employment size."
direct_context,base,5,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,,,,,11,0,0.0,0.0,0.0,"[""Kia Georgia Inc."", ""Minebea AccessSolutions USA Inc."", ""Superior Essex Inc."", ""Suzuki Manufacturing of America Corp."", ""TCI Powder Coatings"", ""TDK Components USA Inc."", ""TE Connectivity"", ""Teklas USA"", ""Textron Specialized Vehicles"", ""Thermal Ceramics Inc."", ""Thomson Plastics Inc.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""11""]",0.0,0.0606,False,False,False,False,False,False,[],0,[],0,,False,,117,,6.042,,,,623,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"Which companies are classified as Direct Manufacturer, and what EV Supply Chain Roles do they cover?"
direct_context,base,6,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,3,4,False,1,1,1,1.0,1.0,1.0,[],[],1,0,0.0,0.0,0.0,company,1.0,1.0,1.0,[],,0.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.202,,,,1117,results/parametric/raw_json/answers_base.jsonl,[],0,0,2,0,0,0,1,0,0,1,0,0,0,"What locations does Novelis Inc. operate in, and what primary facility types are associated with each location?"
direct_context,base,7,aggregation_ranking,False,Supply Chain Mapping & Visibility,ok,True,,,,,,1,0,0.0,0.0,0.0,"[""WIKA USA""]",[],1,1,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""250000""]",0.0,0.3333,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.161,,,,1377,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"In Gwinnett County, which company has the highest Employment and what is its EV Supply Chain Role?"
direct_context,base,8,aggregation_ranking,False,Supply Chain Mapping & Visibility,ok,True,,,,,,0,0,1.0,1.0,1.0,[],[],1,0,0.0,0.0,0.0,county,0.0,0.0,0.0,"[""1"", ""2435""]",0.5,,False,False,False,False,False,False,[],0,[],0,,True,,256,,13.288,,,,1223,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,Which county have the highest total Employment among Tier 1 suppliers only?
direct_context,base,9,aggregation_ranking,False,Supply Chain Mapping & Visibility,ok,True,,,,,,0,0,1.0,1.0,1.0,[],[],1,0,0.0,0.0,0.0,county,0.0,0.0,0.0,"[""314452""]",0.0,,False,False,False,False,False,False,[],0,[],0,,True,,256,,13.288,,,,907,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"Which county has the highest total employment across all companies, and what is the combined employment in that county?"
direct_context,base,10,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,10,,,,10,0,0.0,0.0,0.0,"[""Kia Georgia Inc."", ""Superior Essex Inc."", ""Suzuki Manufacturing of America Corp."", ""TCI Powder Coatings"", ""TDK Components USA Inc."", ""TE Connectivity"", ""Teklas USA"", ""Textron Specialized Vehicles"", ""Thermal Ceramics Inc."", ""Thomson Plastics Inc.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,0.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.156,,,,1054,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,Identify all Vehicle Assembly facilities in Georgia and list the corresponding Primary OEM associated with each facility.
direct_context,base,11,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,3,,,,1,1,1.0,1.0,1.0,[],[],1,0,0.0,0.0,0.0,company,1.0,1.0,1.0,[],,0.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.133,,,,1418,results/parametric/raw_json/answers_base.jsonl,[],0,0,1,0,0,0,0,0,0,0,0,0,0,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.
direct_context,base,12,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,3,,,,3,0,0.0,0.0,0.0,"[""Duckyang"", ""Enchem America Inc."", ""GSC Steel Stamping LLC""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,0.5,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.127,,,,1401,results/parametric/raw_json/answers_base.jsonl,"[""Kandi Technologies Group Inc"", ""Kandi Technologies USA Inc""]",2,0,0,0,0,0,0,0,0,0,0,0,0,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.
direct_context,base,13,list_or_lookup,False,Supply Chain Mapping & Visibility,ok,True,,,,,,6,0,0.0,0.0,0.0,"[""Duckyang"", ""Enchem America Inc."", ""GSC Steel Stamping LLC"", ""Hyundai Transys Georgia Powertrain"", ""Racemark International LLC"", ""Suzuki Manufacturing of America Corp.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1"", ""2"", ""3""]",0.0,0.2778,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.16,,,,1521,results/parametric/raw_json/answers_base.jsonl,"[""Battery Pack Manufacturing""]",1,0,0,0,0,0,0,0,1,0,0,0,0,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role."
direct_context,base,14,list_multi_filter,False,Supply Chain Mapping & Visibility,ok,True,,2,,,,2,0,0.0,0.0,0.0,"[""WIKA USA"", ""Woodbridge Foam Corp.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,0.5,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.119,,,,1080,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.
direct_context,base,15,list_or_lookup_judge_recommended,True,Supplier Discovery & Matchmaking,ok,True,,0,,,,0,0,1.0,1.0,1.0,[],[],0,0,1.0,1.0,1.0,none_expected,1.0,1.0,1.0,"[""2"", ""3""]",0.0,,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.156,,,,1254,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.
direct_context,base,16,list_multi_filter_judge_recommended,True,Supplier Discovery & Matchmaking,ok,True,,1,5,False,4,1,0,0.0,0.0,0.0,"[""Duckyang""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,1.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.151,,,,1301,results/parametric/raw_json/answers_base.jsonl,"[""Electrodeposited Materials Inc"", ""Georgia Copper Foil Company""]",2,0,0,0,0,0,0,0,1,0,0,0,0,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.
direct_context,base,17,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,,,,,0,0,1.0,1.0,1.0,[],[],0,0,1.0,1.0,1.0,not_applicable,,,,"[""1"", ""2""]",1.0,,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.132,,,,1355,results/parametric/raw_json/answers_base.jsonl,"[""Covestro LLC"", ""Eastman Chemical Company""]",2,0,0,0,0,0,0,0,1,0,0,0,0,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?"
direct_context,base,18,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,5,,,,5,0,0.0,0.0,0.0,"[""GSC Steel Stamping LLC"", ""Hyundai MOBIS (Georgia)"", ""Hyundai Transys Georgia Seating Systems"", ""Yazaki North America"", ""ZF Gainesville LLC""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1"", ""2"", ""3""]",1.0,0.4,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.059,,,,1321,results/parametric/raw_json/answers_base.jsonl,"[""Kemet Corporation""]",1,0,1,0,0,0,0,0,0,0,0,0,0,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components and what tier is each assigned?"
direct_context,base,19,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,1,,,,1,0,0.0,0.0,0.0,"[""Archer Aviation Inc.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""2"", ""3""]",1.0,0.5,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.154,,,,1330,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?"
direct_context,base,20,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,6,,,,6,0,0.0,0.0,0.0,"[""F&P Georgia Manufacturing"", ""Hitachi Astemo Americas Inc."", ""Hollingsworth & Vose Co."", ""Honda Development & Manufacturing"", ""Hyundai Motor Group"", ""IMMI""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1"", ""2""]",1.0,0.5,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.074,,,,1291,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"Which Georgia companies are classified under Battery Cell/Battery Pack roles or battery-related products and are Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to."
direct_context,base,21,list_multi_filter,False,Supplier Discovery & Matchmaking,ok,True,,5,,,,5,2,0.0,0.0,0.0,"[""ACM Georgia LLC"", ""AVS"", ""Arising Industries Inc."", ""Dinex Emissions Inc."", ""FOX Factory""]","[""Lear Corporation"", ""Magna International""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""2"", ""3"", ""300"", ""310"", ""345"", ""400"", ""500"", ""582""]",0.25,0.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.077,,,,1090,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.
direct_context,base,22,list_or_lookup,False,Supplier Discovery & Matchmaking,ok,True,,2,,,,2,0,0.0,0.0,0.0,"[""Archer Aviation Inc."", ""Arising Industries Inc.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""3""]",0.0,0.3333,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.069,,,,1865,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.
direct_context,base,23,list_or_lookup_judge_recommended,True,Supply Chain Risk & Resilience,ok,True,,28,0,False,-28,25,0,0.0,0.0,0.0,"[""GSC Steel Stamping LLC"", ""Morgan Corp."", ""TI Fluid Systems"", ""TN Americas Holding Inc."", ""Tie Down Engineering"", ""Toyota Industries Group (TACG-TICA)"", ""Trenton Pressing"", ""Trenton Pressing Inc."", ""Valeo"", ""Vanguard National Trailer Corp."", ""Vernay"", ""Vista Metals Corp."", ""Voestalpine Automotive Body Parts Inc."", ""Volvo Cars USA"", ""Volvo Group North America"", ""WIKA USA"", ""Wabash National Corp."", ""Wheelabrator Group Inc."", ""Woodbridge Foam Corp."", ""Woory Industrial Co."", ""YKK USA Inc."", ""Yachiyo Manufacturing of America LLC"", ""Yamaha Motor Manufacturing Corp."", ""Yazaki North America"", ""ZF Gainesville LLC""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1""]",1.0,0.04,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.11,,,,1288,results/parametric/raw_json/answers_base.jsonl,"[""Electrify America""]",1,0,0,0,0,0,0,1,0,0,0,0,0,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?"
direct_context,base,24,list_or_lookup_judge_recommended,True,Supply Chain Risk & Resilience,ok,True,,6,,,,6,0,0.0,0.0,0.0,"[""F&P Georgia Manufacturing"", ""Hitachi Astemo Americas Inc."", ""Hollingsworth & Vose Co."", ""Honda Development & Manufacturing"", ""Hyundai Motor Group"", ""IMMI""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,0.5,False,False,False,False,False,False,[],0,[],0,,False,,163,,8.398,,,,872,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?"
direct_context,base,25,count_judge_recommended,True,Supply Chain Risk & Resilience,ok,True,,6,,,,6,0,0.0,0.0,0.0,"[""Enchem America Inc."", ""F&P Georgia Manufacturing"", ""Hyundai Motor Group"", ""Hyundai Transys Georgia Powertrain"", ""IMMI"", ""Racemark International LLC""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""100"", ""104"", ""120"", ""130"", ""155"", ""164"", ""200""]",0.2857,0.0556,False,False,False,False,False,False,[],0,[],0,,True,,256,,13.086,,,,1050,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?"
direct_context,base,26,list_or_lookup,False,Supply Chain Risk & Resilience,ok,True,,2,,,,2,0,0.0,0.0,0.0,"[""Duckyang"", ""Enchem America Inc.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""3""]",0.0,0.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.103,,,,1603,results/parametric/raw_json/answers_base.jsonl,[],0,0,0,0,0,0,0,0,0,0,0,0,0,Identify Georgia Tier 2/3 suppliers that are EV Relevant and classified as General Automotive.
direct_context,base,27,list_multi_filter,False,Supply Chain Risk & Resilience,ok,True,,11,5,False,-6,11,0,0.0,0.0,0.0,"[""Fouts Brothers Fire Equipment"", ""Hitachi Astemo"", ""Hwashin"", ""Hyundai & LG Energy Solution (LGES)"", ""Hyundai Industrial Co."", ""Hyundai MOBIS (Georgia)"", ""Hyundai Transys Georgia Seating Systems"", ""IMS Gear Georgia Inc."", ""Inalfa Roof Systems Inc."", ""JAC Products Inc."", ""Jefferson Southern Corp.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""1"", ""2""]",1.0,1.0,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.126,,,,1381,results/parametric/raw_json/answers_base.jsonl,"[""BorgWarner Inc""]",1,0,0,0,0,0,0,0,1,0,0,0,0,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').
direct_context,base,28,list_or_lookup,False,Supply Chain Risk & Resilience,ok,True,,3,,,,3,0,0.0,0.0,0.0,"[""Freudenberg-NOK"", ""Hyundai Transys Georgia Powertrain"", ""Peerless-Winsmith Inc.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""130"", ""160"", ""200""]",0.0,0.4444,False,False,False,False,False,False,[],0,[],0,,False,,151,,7.727,,,,606,results/parametric/raw_json/answers_base.jsonl,"[""Power Electronics Inc"", ""Power Electronics Solutions Inc"", ""Power Electronics Systems"", ""Thermacore Inc"", ""Thermal Solutions Inc"", ""Thermcraft Inc"", ""Thermotek Inc""]",7,0,0,0,0,0,0,0,7,0,0,0,0,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.
direct_context,base,29,list_or_lookup,False,Supply Chain Risk & Resilience,ok,True,,23,,,,23,0,0.0,0.0,0.0,"[""TI Fluid Systems"", ""TN Americas Holding Inc."", ""Tie Down Engineering"", ""Toyota Industries Group (TACG-TICA)"", ""Trenton Pressing"", ""Trenton Pressing Inc."", ""Valeo"", ""Vanguard National Trailer Corp."", ""Vernay"", ""Vista Metals Corp."", ""Voestalpine Automotive Body Parts Inc."", ""Volvo Cars USA"", ""Volvo Group North America"", ""WIKA USA"", ""Wabash National Corp."", ""Wheelabrator Group Inc."", ""Woodbridge Foam Corp."", ""Woory Industrial Co."", ""YKK USA Inc."", ""Yachiyo Manufacturing of America LLC"", ""Yamaha Motor Manufacturing Corp."", ""Yazaki North America"", ""ZF Gainesville LLC""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,0.1739,False,False,False,False,False,False,[],0,[],0,,False,,256,,13.087,,,,1413,results/parametric/raw_json/answers_base.jsonl,"[""Ford Motor Company"", ""Toyota Motor Corporation""]",2,0,0,0,0,0,0,0,0,0,0,0,0,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?
